Planet_Name,Host_Star,Discovery_Method,Discovery_Year,Discovery_Facility,Reference_Name,Orbital_Period_Days,Orbital_Period_Error_Upper,Orbital_Period_Error_Lower,Semi_Major_Axis_AU,Planet_Radius_Earth,pl_radj,Planet_Mass_Earth,pl_bmassj,pl_bmassprov,Orbital_Eccentricity,pl_insol,Equilibrium_Temperature,UEB_temp,LEB_temp,pl_eqtlim,ttv_flag,st_refname,st_spectype,Star_Temperature_K,Star_UEBTemp,Star_LEBTemp,st_tefflim,Star_Radius_Solar,Star_Mass_Solar,Star_Metallicity,Star_Surface_Gravity,sy_refname,rastr,ra,dec,System_Distance_PC,System_Visual_Magnitude,System_Infrared_Magnitude,Discovery_Date,features,scaled_features,Discovery_Method_Index,Discovery_Facility_Index
WASP-62 b,WASP-62,Transit,2012,SuperWASP,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,4.41195,3.0E-6,-3.00E-06,0.11312557679914075,14.796,1.32,165.2716,0.52,Mass,0,486.9533952254643,1102,28,-27,0,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,Unknown,6230,80,-80,0,1.23,1.11,0.04,4.45,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,05h48m33.56s,87.1398205,-63.9883286,175.631,10.213,8.944,1/1/2012,"[14.796,165.2716,6230.0]","[1.175555601084344,-0.23801815497516737,1.023604362394628]",0,3
WASP-171 b,WASP-171,Transit,2019,WASP-South,<a refstr=NIELSEN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.489.2478N/abstract target=ref>Nielsen et al. 2019</a>,3.8186244,3.8E-6,-3.80E-06,0.0504,10.985,0.98,344.52772,1.084,Mass,0,486.9533952254643,1642,51,-35,0,0,<a refstr=NIELSEN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.489.2478N/abstract target=ref>Nielsen et al. 2019</a>,G0,5965,100,-100,0,1.64,1.17,0.04,4.08,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h27m22.81s,171.8450533,-44.0887035,757.84,12.612,11.104,1/1/2019,"[10.985,344.52772,5965.0]","[0.4830007406429172,0.1328227039633358,0.6990507199885077]",0,10
WASP-163 b,WASP-163,Transit,2018,SuperWASP-South,<a refstr=BARKAOUI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...43B/abstract target=ref>Barkaoui et al. 2019</a>,1.6096884,1.5E-6,-1.50E-06,0.0266,13.473,1.202,594.3421,1.87,Mass,0.09342614,1200,1638,68,-68,0,0,<a refstr=BARKAOUI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...43B/abstract target=ref>Barkaoui et al. 2019</a>,Unknown,5500,200,-200,0,1.01,0.97,-0.34,4.41,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,17h06m09.01s,256.5375549,-10.4130071,261.386,12.663,10.147,1/1/2018,"[13.473,594.3421,5500.0]","[0.9351331187007158,0.6496328371648669,0.12955093237022092]",0,7
WASP-93 b,WASP-93,Transit,2016,SuperWASP,<a refstr=HAY_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.463.3276H/abstract target=ref>Hay et al. 2016</a>,2.7325321,2.0E-6,-2.00E-06,0.04211,17.901,1.597,467.2101,1.47,Mass,0,486.9533952254643,1942,38,-38,0,0,<a refstr=HAY_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.463.3276H/abstract target=ref>Hay et al. 2016</a>,F4,6700,100,-100,0,1.52,1.33,0.07,4.2,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h37m50.10s,9.4587443,51.288778,370.284,10.966,9.942,1/1/2016,"[17.901,467.2101,6700.0]","[1.7398124474949004,0.38662513579004193,1.599227803643219]",0,3
WASP-183 b,WASP-183,Transit,2019,SuperWASP,<a refstr=TURNER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.485.5790T/abstract target=ref>Turner et al. 2019</a>,4.1117771,5.1E-6,-5.10E-06,0.04632,16.477,1.47,159.55066,0.502,Mass,0.09342614,486.9533952254643,1111,30,-30,0,0,<a refstr=TURNER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.485.5790T/abstract target=ref>Turner et al. 2019</a>,G9,5313,72,-72,0,0.87,0.78,-0.31,4.45,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h55m09.32s,163.7888521,-0.7370663,325.377,13.081,11.207,1/1/2019,"[16.477,159.55066,5313.0]","[1.4810357166450994,-0.24985350153703453,-0.09947371340315463]",0,3
TOI-677 b,TOI-677,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),<a refstr=JORD_AACUTE_N_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..145J/abstract target=ref>Jord&aacute;n et al. 2020</a>,11.2366,1.1E-4,-1.10E-04,0.1038,13.115,1.17,392.83788,1.236,Mass,0.435,486.9533952254643,1252,21,-21,0,0,<a refstr=JORD_AACUTE_N_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....159..145J/abstract target=ref>Jord&aacute;n et al. 2020</a>,F8,6295,77,-77,0,1.28,1.18,0,4.29,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h36m28.65s,144.1193594,-50.4630933,141.812,9.822,8.429,1/1/2020,"[13.115,392.83788,6295.0]","[0.8700754855235888,0.2327656304857693,1.103211859588582]",0,0
WASP-129 b,WASP-129,Transit,2016,SuperWASP-South,<a refstr=MAXTED_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...591A..55M/abstract target=ref>Maxted et al. 2016</a>,5.748145,4.0E-6,-4.00E-06,0.0628,10.424,0.93,317.83,1,Mass,0.096,486.9533952254643,1100,25,-25,0,0,<a refstr=MAXTED_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...591A..55M/abstract target=ref>Maxted et al. 2016</a>,G1,5900,100,-100,0,0.9,1,0.15,4.53,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h45m11.77s,176.2990518,-42.0639575,301.462,12.179,10.412,1/1/2016,"[10.424,317.83,5900.0]","[0.38105288530110654,0.07759108667462254,0.6194432227945535]",0,7
WASP-70 A b,WASP-70 A,Transit,2014,SuperWASP,<a refstr=ANDERSON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.445.1114A/abstract target=ref>Anderson et al. 2014</a>,3.7130203,4.7E-6,-4.70E-06,0.04853,13.047,1.164,187.512,0.59,Mass,0,486.9533952254643,1387,40,-40,0,0,<a refstr=ANDERSON_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014MNRAS.445.1114A/abstract target=ref>Anderson et al. 2014</a>,G4,5763,79,-79,0,1.22,1.11,-0.006,4.31,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h01m54.53s,315.4771912,-13.4333821,222.355,10.786,9.58,1/1/2014,"[13.047,187.512,5763.0]","[0.8577181697245815,-0.19200773681406982,0.45165511332421965]",0,3
TOI-824 b,TOI-824,Transit,2020,Transiting Exoplanet Survey Satellite (TESS),<a refstr=BURT_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..153B/abstract target=ref>Burt et al. 2020</a>,1.392978,1.8E-5,-1.70E-05,0.02177,2.926,0.261,18.467,0.0581,Mass,0.09342614,412,1253,38,-37,0,0,<a refstr=BURT_ET_AL__2020 href=https://ui.adsabs.harvard.edu/abs/2020AJ....160..153B/abstract target=ref>Burt et al. 2020</a>,K4 V,4600,110,-100,0,0.69,0.71,-0.092,4.61,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h48m39.71s,222.1654705,-57.5888666,63.9262,11.314,8.432,1/1/2020,"[2.926,18.467,4600.0]","[-0.9815229067717923,-0.5417240700653936,-0.9727067210845276]",0,0
V1298 Tau e,V1298 Tau,Transit,2019,K2,<a refstr=FINOCIETY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.526.4627F/abstract target=ref>Finociety et al. 2023</a>,53.5,0.4,-0.4,0.11312557679914075,9.976,0.89,321.00669,1.01,Mass,0.09342614,486.9533952254643,1102,28,-27,0,0,<a refstr=FINOCIETY_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023MNRAS.526.4627F/abstract target=ref>Finociety et al. 2023</a>,Unknown,4941,31,-16,0,1.43,1.26,0.062,4.23,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h05m19.60s,61.331654,20.1570318,108.199,10.115,8.094,1/1/2019,"[9.976,321.00669,4941.0]","[0.2996399812135289,0.08416294847873476,-0.555073543497784]",0,2
WASP-131 b,WASP-131,Transit,2016,SuperWASP-South,<a refstr=HELLIER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.465.3693H/abstract target=ref>Hellier et al. 2017</a>,5.322023,5.0E-6,-5.00E-06,0.0607,13.675,1.22,85.8141,0.27,Mass,0,486.9533952254643,1460,30,-30,0,0,<a refstr=HELLIER_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017MNRAS.465.3693H/abstract target=ref>Hellier et al. 2017</a>,G0,6030,90,-90,0,1.53,1.06,-0.18,4.09,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h00m46.46s,210.1935714,-30.5836084,200.075,10.068,8.573,1/1/2016,"[13.675,85.8141,6030.0]","[0.9718416156330613,-0.40239796833443303,0.7786582171824618]",0,7
WASP-136 b,WASP-136,Transit,2016,SuperWASP,<a refstr=LAM_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...599A...3L/abstract target=ref>Lam et al. 2017</a>,5.215357,6.0E-6,-6.00E-06,0.0661,15.468,1.38,479.9233,1.51,Mass,0.09342614,486.9533952254643,1742,82,-82,0,0,<a refstr=LAM_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017A&A...599A...3L/abstract target=ref>Lam et al. 2017</a>,Unknown,6260,100,-100,0,2.21,1.41,-0.18,3.9,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h01m18.18s,0.325761,-8.9262512,275.587,9.974,8.805,1/1/2016,"[15.468,479.9233,6260.0]","[1.297674957215711,0.4129259059275244,1.060346284176453]",0,3
WASP-16 b,WASP-16,Transit,2009,SuperWASP,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,3.1186,1.4E-5,-1.40E-05,0.11312557679914075,13.675,1.22,394.1092,1.24,Mass,0,486.9533952254643,1102,28,-27,0,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,Unknown,5700,150,-150,0,1.14,1.78,0.01,4.49,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,14h18m43.92s,214.6830109,-20.2754374,194.134,11.288,9.589,1/1/2009,"[13.675,394.1092,5700.0]","[0.9718416156330613,0.23539570749951752,0.37449707758238726]",0,3
WASP-180 A b,WASP-180 A,Transit,2019,SuperWASP,<a refstr=TEMPLE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.2467T/abstract target=ref>Temple et al. 2019</a>,3.409264,1.0E-6,-1.00E-06,0.048,13.899,1.24,286.047,0.9,Mass,0,486.9533952254643,1540,40,-40,0,0,<a refstr=TEMPLE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.490.2467T/abstract target=ref>Temple et al. 2019</a>,F7 V,6600,200,-200,0,1.19,1.3,0.1,4.42,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h13m34.14s,123.3922465,-1.9827874,253.985,10.655,9.812,1/1/2019,"[13.899,286.047,6600.0]","[1.01254806767685,0.011839161330916382,1.4767547310371358]",0,3
TOI-762 A b,TOI-762 A,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),<a refstr=HARTMAN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240707187H/abstract target=ref>Hartman et al. 2024</a>,3.4716826,7.2E-7,-7.20E-07,0.03418,8.339,0.744,79.77493,0.251,Mass,0.083,486.9533952254643,555,6,-6,0,0,<a refstr=HARTMAN_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024arXiv240707187H/abstract target=ref>Hartman et al. 2024</a>,Unknown,3266,36,-36,0,0.42,0.44,0.357,4.83,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h04m17.94s,166.0747423,-47.8214964,98.4458,16,11.084,1/1/2024,"[8.339,79.77493,3266.0]","[0.002155775875660658,-0.41489166166036046,-2.606497509649677]",0,0
WASP-36 b,WASP-36,Transit,2011,SuperWASP,<a refstr=MANCINI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.459.1393M/abstract target=ref>Mancini et al. 2016</a>,1.53736596,2.4E-7,-2.40E-07,0.02677,14.874,1.327,750.39663,2.361,Mass,0.09342614,486.9533952254643,1733,19,-19,0,0,<a refstr=MANCINI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.459.1393M/abstract target=ref>Mancini et al. 2016</a>,Unknown,5959,134,-134,0,0.98,1.08,-0.26,4.49,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h46m19.29s,131.5803897,-8.0269855,386.346,12.836,11.294,1/1/2011,"[14.874,750.39663,5959.0]","[1.189730169206735,0.9724747906024644,0.6917023356321427]",0,3
Wolf 503 b,Wolf 503,Transit,2018,K2,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,6.00127,2.1E-5,-2.10E-05,0.05712,2.043,0.182,6.27,0.01973,Mass,0.409,64.7,789,16,-16,0,0,<a refstr=BONOMO_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023arXiv230405773B/abstract target=ref>Bonomo et al. 2023</a>,Unknown,4716,60,-60,0,0.69,0.69,-0.47,4.392565130260512,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,13h47m23.09s,206.8461979,-6.1393369,44.526,10.27,7.617,1/1/2018,"[2.043,6.27,4716.0]","[-1.1419862869265496,-0.5669569377436237,-0.8306379568614711]",0,2
WASP-144 b,WASP-144,Transit,2018,SuperWASP-South,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.482.1379H/abstract target=ref>Hellier et al. 2019</a>,2.2783152,1.3E-6,-1.30E-06,0.0316,9.528,0.85,139.8452,0.44,Mass,0,486.9533952254643,1260,40,-40,0,0,<a refstr=HELLIER_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019MNRAS.482.1379H/abstract target=ref>Hellier et al. 2019</a>,K2 V,5200,140,-140,0,0.81,0.81,0.18,4.53,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,21h23m03.09s,320.7628761,-40.0484393,355.513,13.085,10.897,1/1/2018,"[9.528,139.8452,5200.0]","[0.218227077125951,-0.29061969525013237,-0.2378682854480286]",0,7
WASP-26 b,WASP-26,Transit,2010,SuperWASP,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,2.7566,1.0E-5,-1.00E-05,0.11312557679914075,13.563,1.21,270.1555,0.85,Mass,0,486.9533952254643,1102,28,-27,0,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,Unknown,6034,31,-31,0,1.22,0.86,0.16,4.44,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h18m24.73s,4.6030424,-15.2674044,252.759,11.297,9.69,1/1/2010,"[13.563,270.1555,6034.0]","[0.9514883896111668,-0.021036801340936755,0.7835571400867051]",0,3
WASP-98 b,WASP-98,Transit,2014,SuperWASP,<a refstr=MANCINI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.1053M/abstract target=ref>Mancini et al. 2016</a>,2.96264036,4.3E-7,-4.30E-07,0.03762,12.823,1.144,293.03926,0.922,Mass,0.09342614,486.9533952254643,1171,26,-26,0,0,<a refstr=MANCINI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.461.1053M/abstract target=ref>Mancini et al. 2016</a>,Unknown,5473,121,-121,0,0.74,0.81,-0.49,4.61,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h53m42.96s,58.4290113,-34.3282716,281.742,13.252,11.284,1/1/2014,"[12.823,293.03926,5473.0]","[0.8170117176807926,0.02630458490653173,0.09648320276657846]",0,3
WASP-100 b,WASP-100,Transit,2014,SuperWASP,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,2.84938,8.0E-6,-8.00E-06,0.11312557679914075,14.908,1.33,400.4658,1.26,Mass,0,486.9533952254643,1102,28,-27,0,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,Unknown,6900,120,-120,0,1.57,0.77,-0.03,4.35,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h35m50.36s,68.9598159,-64.027039,364.411,10.798,9.669,1/1/2014,"[14.908,400.4658,6900.0]","[1.1959088271062384,0.2485460925682588,1.8441739488553854]",0,3
WASP-65 b,WASP-65,Transit,2013,SuperWASP,<a refstr=GOMEZ_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...559A..36G/abstract target=ref> Gomez et al. 2013 </a>,2.3114243,1.5E-6,-1.50E-06,0.0334,12.464,1.112,492.62,1.55,Mass,0,486.9533952254643,1480,10,-10,0,0,<a refstr=GOMEZ_ET_AL__2013 href=https://ui.adsabs.harvard.edu/abs/2013A%26A...559A..36G/abstract target=ref> Gomez et al. 2013 </a>,G6,5600,100,-100,0,1.01,0.93,-0.07,4.4,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h53m17.83s,133.3242982,8.5230171,273.703,11.869,10.346,1/1/2013,"[12.464,492.62,5600.0]","[0.7517723592713272,0.4391925412517995,0.25202400497630406]",0,3
WASP-79 b,WASP-79,Transit,2012,SuperWASP,<a refstr=GRESSIER_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...672A..34G/abstract target=ref>Gressier et al. 2023</a>,3.662392,4.0E-6,-4.00E-06,0.0519,17.15,1.53,270.15415,0.85,Mass,0,486.9533952254643,1716,26,-24,0,0,<a refstr=GRESSIER_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023A&A...672A..34G/abstract target=ref>Gressier et al. 2023</a>,F5,6600,100,-100,0,1.51,1.39,0.03,4.2,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,04h25m29.02s,66.3709016,-30.6004362,246.69,10.044,9.056,1/1/2012,"[17.15,270.15415,6600.0]","[1.6033367980088042,-0.021039594189290096,1.4767547310371358]",0,3
WASP-44 b,WASP-44,Transit,2011,SuperWASP,<a refstr=ADDISON_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019PASP..131k5003A/abstract target=ref>Addison et al. 2019</a>,2.423804,8.0E-6,-8.00E-06,0.03453,12.33,1.1,276.5121,0.87,Mass,0.09342614,533,1337,43,-42,0,0,<a refstr=ADDISON_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019PASP..131k5003A/abstract target=ref>Addison et al. 2019</a>,G8 V,5420,100,-100,0,0.91,0.94,-0.003,4.49,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h15m36.79s,3.9032733,-11.9382645,364.512,13.096,11.341,1/1/2011,"[12.33,276.5121,5420.0]","[0.7274211781379892,-0.007886416272195594,0.03157247428535437]",0,3
WASP-60 b,WASP-60,Transit,2012,SuperWASP,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,4.305,6.0E-6,-6.00E-06,0.11312557679914075,9.864,0.88,174.8065,0.55,Mass,0,486.9533952254643,1102,28,-27,0,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,Unknown,5900,100,-100,0,1.17,1.19,-0.04,4.2,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h46m40.01s,356.6667136,31.1559115,431.052,11.67,10.585,1/1/2012,"[9.864,174.8065,5900.0]","[0.27928675519163443,-0.2182925773720555,0.6194432227945535]",0,3
WASP-6 b,WASP-6,Transit,2009,SuperWASP,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,3.36101,2.8E-6,-2.80E-06,0.11312557679914075,11.545,1.03,117.5971,0.37,Mass,0.05,486.9533952254643,1102,28,-27,0,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,Unknown,5450,100,-100,0,0.73,0.55,-0.2,4.6,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,23h12m37.71s,348.1571282,-22.6741248,197.119,11.907,10.325,1/1/2009,"[11.545,117.5971,5450.0]","[0.5847668707523895,-0.33664604299072676,0.06831439606717932]",0,3
WASP-20 b,WASP-20,Transit,2015,SuperWASP,<a refstr=ANDERSON_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575A..61A/abstract target=ref>Anderson et al. 2015</a>,4.8996284,3.3E-6,-3.30E-06,0.06,16.388,1.462,98.841,0.311,Mass,0,486.9533952254643,1379,31,-31,0,0,<a refstr=ANDERSON_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015A&A...575A..61A/abstract target=ref>Anderson et al. 2015</a>,F9,5940,100,-100,0,1.39,1.2,-0.008,4.23,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,00h20m38.53s,5.1605621,-23.9357894,211.877,10.675,9.39,1/1/2015,"[16.388,98.841,5940.0]","[1.4648621709669871,-0.3754482229906981,0.6684324518369869]",0,3
WASP-97 b,WASP-97,Transit,2014,SuperWASP,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,2.07276,1.0E-6,-1.00E-06,0.11312557679914075,12.778,1.14,432.2488,1.36,Mass,0,486.9533952254643,1102,28,-27,0,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,Unknown,5640,100,-100,0,1.08,1.18,0.23,4.45,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,01h38m25.23s,24.6051389,-55.7720006,151.068,10.57,9.03,1/1/2014,"[12.778,432.2488,5640.0]","[0.8088340822255671,0.3142980179119651,0.30101323401873736]",0,3
WASP-38 b,WASP-38,Transit,2010,SuperWASP,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,6.87188,1.0E-5,-1.00E-05,0.11312557679914075,13.787,1.23,1093.3352,3.44,Mass,0.03,486.9533952254643,1102,28,-27,0,0,<a refstr=STASSUN_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..136S/abstract target=ref>Stassun et al. 2017</a>,Unknown,6180,50,-50,0,1.52,1.76,-0.02,4.25,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h15m50.33s,243.9597194,10.0324103,136.24,9.391,7.998,1/1/2010,"[13.787,1093.3352,6180.0]","[0.9921948416549558,1.681938065061055,0.9623678260915864]",0,3
WASP-133 b,WASP-133,Transit,2016,SuperWASP-South,<a refstr=MAXTED_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...591A..55M/abstract target=ref>Maxted et al. 2016</a>,2.176423,1.0E-6,-1.00E-06,0.0345,13.563,1.21,368.6828,1.16,Mass,0.17,486.9533952254643,1790,40,-40,0,0,<a refstr=MAXTED_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016A&A...591A..55M/abstract target=ref>Maxted et al. 2016</a>,G4,5700,100,-100,0,1.44,1.16,0.29,4.18,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h58m18.11s,314.5754375,-35.7966224,559.084,12.891,11.18,1/1/2016,"[13.563,368.6828,5700.0]","[0.9514883896111668,0.18279416722455252,0.37449707758238726]",0,7
